Domestic Fixed Interest,Core,SCH0028AU,10862,Schroder Fixed Income Fund - WC,Approved,5/7/2025,SOA,Neutral,3,Lonsec - Recommended,Open-End Fund,"Schroders in Australia is a wholly owned subsidiary of UK-listed Schroders plc. Based in Sydney, the business manages assets for institutional and wholesale clients across Australian equities, fixed income and multi-asset and global equities.",The Fund adopts a Core-Plus investment approach whereby a core portfolio comprising of Australian investment grade bonds is complemented by investments in a diverse range of global and domestic fixed income securities.,"We view this fund as a quality addition to your portfolio, providing investment grade exposure to International Fixed Interest securities.","Schroders in Australia is a wholly owned subsidiary of UK-listed Schroders plc. Based in Sydney, the business manages assets for institutional and wholesale clients across Australian equities, fixed income and multi-asset and global equities. The Fund adopts a Core-Plus investment approach whereby a core portfolio comprising of Australian investment grade bonds is complemented by investments in a diverse range of global and domestic fixed income securities. We view this fund as a quality addition to your portfolio, providing investment grade exposure to International Fixed Interest securities. ",1.34,4.04,1.87,0.05,1.80,Not on APL,12/11/2020,BT Investment Wrap;North Wrap;MLC Wrap Super Series 2 - Full Inv;CFS FirstWrap Investments;Asgard Infinity eWrap Investment Full;Macquarie Investment Manager;Macquarie Investment Accumulator;Netwealth Investment Wrap;Netwealth Super Wrap;IOOF Pursuit Investment Select;MLC Wrap IDPS;MLC Navigator Super;AMP Personalised Portfolio;Macquarie Pension Consolidator II Elevat;Oasis IDPS;OneVue Unified Managed Account;Emerald SuperWrap;Emerald PensionWrap;Emerald InvestmentWrap;Netwealth Super Accelerator Plus;Netwealth Wealth Accelerator Plus;Perpetual Private Wrap;Perpetual Private Super Wrap;BT Panorama;Macquarie Super Accumulator;HUB24 Invest Choice;MyNorth Investment Choice;Asgard Elements Investments;Asgard Employee Super Account;Macquarie Super Manager II;Macquarie Investment Manager II;Macquarie Super Consolidator II Elevate;Shadforth Portfolio Service - Investment;Asgard Infinity eWrap Super Full;BT Panorama Inv - Full Menu;BT Panorama Super - Full Menu;HUB24 Invest Core;HUB24 Super Core;ClearView WealthSolutions Retirement Inc;Asgard eWrap Investment;Expand Extra Pension;Expand Extra Super;HUB24 Pension Choice;HUB24 Pension Core;ClearView WealthSolutions2 Super;Shadforth Portfolio Service Super;Shadforth Portfolio Service Pension;Macquarie Inv Consolidator II - Elevate;Macquarie Investment Consolidator;Expand Extra Investment;Macquarie Super Manager;Macquarie Super Consolidator;Macquarie Pension Manager II;Macquarie Pension Manager;Macquarie Pension Consolidator;CFS Edge Super;CFS Edge Pension;CFS Edge Investments;PlatformPlus Super Select Menu;PlatformPlus IDPS Select Menu;,"Asgard, BT Wrap, Centric,",https://arc2.morningstar.com.au/Fund/Profile/10862,No,Yes,"20,000",0.45,,0.45,0.12,0.12,No,,No,,,,239,Z239,,,,,,,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,1,1,
Domestic Fixed Interest,Core,SBC0813AU,2579,UBS Australian Bond Fund,Approved,5/7/2025,SOA,Bronze,4,Lonsec - Recommended,Open-End Fund,UBS Asset Management in Australia provides a comprehensive range of investment styles and strategies to investors. UBS is one of the largest global asset management businesses in the Australian market.,The strategy employs both top-down research and bottom-up security specific analysis to build a portfolio exhibiting the core defensive characteristics of the Australian fixed interest asset class.,"We view this fund as a quality addition to your portfolio, providing investment grade exposure to Domestic Fixed Interest securities.","UBS Asset Management in Australia provides a comprehensive range of investment styles and strategies to investors. UBS is one of the largest global asset management businesses in the Australian market. The strategy employs both top-down research and bottom-up security specific analysis to build a portfolio exhibiting the core defensive characteristics of the Australian fixed interest asset class. We view this fund as a quality addition to your portfolio, providing investment grade exposure to Domestic Fixed Interest securities. ",1.62,4.24,2.28,-0.06,1.94,Hold,2/5/2019,BT Investment Wrap;North Wrap;Suncorp Employee Superannuation Plan;MLC Wrap Super Series 2 - Full Inv;CFS FirstWrap Investments;Asgard Infinity eWrap Investment Full;Macquarie Investment Manager;Macquarie Investment Accumulator;IOOF Pursuit Investment Select;MLC Wrap IDPS;MLC Navigator Super;Macquarie Pension Consolidator II Elevat;Oasis IDPS;OneVue Unified Managed Account;Emerald SuperWrap;Emerald PensionWrap;Emerald InvestmentWrap;Perpetual Private Wrap;Perpetual Private Super Wrap;BT Panorama;Macquarie Super Accumulator;HUB24 Invest Choice;mFund Settlement Service;MyNorth Investment Choice;Asgard Elements Investments;Asgard Employee Super Account;Macquarie Investment Manager II;Macquarie Super Consolidator II Elevate;Asgard Infinity eWrap Super Full;BT Panorama Inv - Full Menu;BT Panorama Super - Full Menu;HUB24 Invest Core;HUB24 Super Core;Power Wrap Investment Account;Power Wrap Super Account;Power Wrap Pension Account;ClearView WealthSolutions Retirement Inc;Asgard eWrap;Asgard eWrap Investment;HUB24 Pension Choice;HUB24 Pension Core;ClearView WealthSolutions2 Super;Macquarie Inv Consolidator II - Elevate;Macquarie Investment Consolidator;Expand Extra Investment;Macquarie Super and Pension Manager II;CFS Edge Super;CFS Edge Pension;CFS Edge Investments;,"Asgard, BT Wrap, CFS (Encircle),",https://arc2.morningstar.com.au/Fund/Profile/2579,No,Yes,"50,000",0.45,,0.45,0.02,0.08,No,,No,,,,240,Z240,,,,,,,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,1,1,
Domestic Fixed Interest,Core,VAN0001AU,4487,Vanguard Australian Fixed Interest Index,Approved,5/7/2025,SOA,Silver,3,Lonsec - Recommended,Open-End Fund,"Vanguard is one of the world’s largest and most respected investment management companies with offices in the US, Australia, Asia and Europe. Vanguard is one of the largest providers of mutual Funds and exchange-traded Funds (ETFs) in the world.","The Fund invests in high-quality, income-generating securities issued by the Australian Federal and State Government authorities and corporate issuers. The Fund seeks to track the return and composition of the Bloomberg AusBond Composite 0+ Yr Index.","We view this Fund as a quality addition to your portfolio, providing investment grade exposure to Domestic Fixed Interest securities.","Vanguard is one of the world’s largest and most respected investment management companies with offices in the US, Australia, Asia and Europe. Vanguard is one of the largest providers of mutual Funds and exchange-traded Funds (ETFs) in the world. The Fund invests in high-quality, income-generating securities issued by the Australian Federal and State Government authorities and corporate issuers. The Fund seeks to track the return and composition of the Bloomberg AusBond Composite 0+ Yr Index. We view this Fund as a quality addition to your portfolio, providing investment grade exposure to Domestic Fixed Interest securities. ",1.16,2.97,1.47,-0.72,1.63,Approved,5/17/2017,BT Investment Wrap;North Wrap;Suncorp Employee Superannuation Plan;MLC Wrap Super Series 2 - Full Inv;CFS FirstWrap Investments;Asgard Infinity eWrap Investment Full;Macquarie Investment Manager;Macquarie Investment Accumulator;Netwealth Investment Wrap;Netwealth Super Wrap;IOOF Pursuit Investment Select;MLC Wrap IDPS;MLC Navigator Super;AMP Personalised Portfolio;Macquarie Pension Consolidator II Elevat;Oasis IDPS;OneVue Unified Managed Account;Emerald SuperWrap;Emerald PensionWrap;Emerald InvestmentWrap;Netwealth Super Accelerator Plus;Netwealth Wealth Accelerator Plus;Perpetual Private Wrap;Perpetual Private Super Wrap;BT Panorama;Macquarie Super Accumulator;HUB24 Invest Choice;MyNorth Investment Choice;Asgard Elements Investments;Asgard Employee Super Account;Macquarie Investment Manager II;Macquarie Super Consolidator II Elevate;Asgard Infinity eWrap Super Full;BT Panorama Inv - Full Menu;BT Panorama Super - Full Menu;HUB24 Invest Core;HUB24 Super Core;Power Wrap Investment Account;Power Wrap Super Account;Power Wrap Pension Account;ClearView WealthSolutions Retirement Inc;Asgard eWrap;Asgard eWrap Investment;HUB24 Pension Choice;HUB24 Pension Core;ClearView WealthSolutions2 Super;Macquarie Inv Consolidator II - Elevate;Macquarie Investment Consolidator;Expand Extra Investment;CFS Edge Super;CFS Edge Pension;CFS Edge Investments;,"Asgard, BT Wrap, CFS (Encircle), Centric,",https://arc2.morningstar.com.au/Fund/Profile/4487,No,No,"500,000",0.19,,0.19,0.08,0.08,No,,No,,,,241,Z241,,,,,,,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,1,1,
Domestic Fixed Interest,Core,VAN0025AU,16868,Vanguard Australian Govt Bond Index,Approved,5/7/2025,SOA,Bronze,2,Lonsec - Recommended,Open-End Fund,"Vanguard is one of the world’s largest and most respected investment management companies with offices in the US, Australia, Asia and Europe. Vanguard is one of the largest providers of mutual Funds and exchange-traded Funds (ETFs) in the world.","The Fund invests in high-quality, income-generating securities issued by the Australian Federal and State Government authorities and treasury corporations. The Fund seeks to track the return and composition of the Bloomberg AusBond Govt 0+ Yr Index.","We view this Fund as a quality addition to your portfolio, providing investment grade exposure to Domestic Fixed Interest securities.","Vanguard is one of the world’s largest and most respected investment management companies with offices in the US, Australia, Asia and Europe. Vanguard is one of the largest providers of mutual Funds and exchange-traded Funds (ETFs) in the world. The Fund invests in high-quality, income-generating securities issued by the Australian Federal and State Government authorities and treasury corporations. The Fund seeks to track the return and composition of the Bloomberg AusBond Govt 0+ Yr Index. We view this Fund as a quality addition to your portfolio, providing investment grade exposure to Domestic Fixed Interest securities. ",1.18,2.52,1.06,-1.14,1.43,Approved,5/17/2017,BT Investment Wrap;MLC Wrap Super Series 2 - Full Inv;Macquarie Investment Manager;Macquarie Investment Accumulator;Netwealth Investment Wrap;Netwealth Super Wrap;MLC Wrap IDPS;MLC Navigator Super;Macquarie Pension Consolidator II Elevat;Emerald SuperWrap;Emerald PensionWrap;Emerald InvestmentWrap;Netwealth Super Accelerator Plus;Netwealth Wealth Accelerator Plus;Perpetual Private Wrap;Perpetual Private Super Wrap;BT Panorama;Macquarie Super Accumulator;HUB24 Invest Choice;MyNorth Investment Choice;Macquarie Super Manager II;Macquarie Investment Manager II;Macquarie Super Consolidator II Elevate;Shadforth Portfolio Service - Investment;BT Panorama Inv - Full Menu;BT Panorama Super - Full Menu;HUB24 Invest Core;HUB24 Super Core;Power Wrap Investment Account;ClearView WealthSolutions Retirement Inc;Expand Extra Pension;Expand Extra Super;HUB24 Pension Choice;HUB24 Pension Core;ClearView WealthSolutions2 Super;Shadforth Portfolio Service Super;Shadforth Portfolio Service Pension;Macquarie Inv Consolidator II - Elevate;Macquarie Investment Consolidator;Expand Extra Investment;Macquarie Super Manager;Macquarie Super Consolidator;Macquarie Super and Pension Manager II;Macquarie Pension Manager II;Macquarie Pension Manager;Macquarie Pension Consolidator;,"BT Wrap, CFS (Encircle), Centric,",https://arc2.morningstar.com.au/Fund/Profile/16868,No,No,"500,000",0.24,,0.24,0.06,0.06,No,,No,,,,242,Z242,,,,,,,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,1,1,
Domestic Fixed Interest,Core,SSB0122AU,5471,Western Asset Aus Bd A,Approved,5/7/2025,SOA,Silver,4,Lonsec - Highly Recommended,Open-End Fund,"Western Asset is a global investment manager focusing on fixed interest strategies, with investment professionals across 9 offices globally.","The investment approach aims to capture returns from a variety of actively-managed sources, including interest rate management (duration), sector and security selection. The fund invests in Australian government and corporate bonds.","We view this fund as a quality addition to your portfolio, providing investment grade exposure to Domestic Fixed Interest securities.","Western Asset is a global investment manager focusing on fixed interest strategies, with investment professionals across 9 offices globally. The investment approach aims to capture returns from a variety of actively-managed sources, including interest rate management (duration), sector and security selection. The fund invests in Australian government and corporate bonds. We view this fund as a quality addition to your portfolio, providing investment grade exposure to Domestic Fixed Interest securities. ",1.39,3.70,2.05,-0.09,2.04,Not on APL,2/5/2019,BT Investment Wrap;CFS FirstWrap Investments;Asgard Infinity eWrap Investment Full;Macquarie Investment Manager;Netwealth Investment Wrap;Netwealth Super Wrap;IOOF Pursuit Investment Select;Macquarie Pension Consolidator II Elevat;OneVue Unified Managed Account;Netwealth Super Accelerator Plus;Netwealth Wealth Accelerator Plus;BT Panorama;HUB24 Invest Choice;mFund Settlement Service;MyNorth Investment Choice;Asgard Employee Super Account;Macquarie Super Manager II;Macquarie Investment Manager II;Macquarie Super Consolidator II Elevate;Shadforth Portfolio Service - Investment;Asgard Infinity eWrap Super Full;BT Panorama Inv - Full Menu;BT Panorama Super - Full Menu;HUB24 Invest Core;HUB24 Super Core;ClearView WealthSolutions Retirement Inc;Asgard eWrap;Asgard eWrap Investment;Expand Extra Pension;Expand Extra Super;HUB24 Pension Choice;HUB24 Pension Core;ClearView WealthSolutions2 Super;Shadforth Portfolio Service Super;Shadforth Portfolio Service Pension;Macquarie Inv Consolidator II - Elevate;Macquarie Investment Consolidator;Expand Extra Investment;Macquarie Super Manager;Macquarie Super Consolidator;Macquarie Super and Pension Manager II;Macquarie Pension Manager II;Macquarie Pension Manager;Macquarie Pension Consolidator;CFS Edge Super;CFS Edge Pension;CFS Edge Investments;PlatformPlus Super Select Menu;PlatformPlus IDPS Select Menu;,"Asgard, BT Wrap, CFS (Encircle), Centric,",https://arc2.morningstar.com.au/Fund/Profile/5471,No,Yes,"30,000",0.42,,0.42,0.05,0.05,No,,No,,,,243,Z243,,,,,,,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,1,1,
,,,,Benchmark 1: Bloomberg AusBond Composite 0+Y TR AUD,,,,,,,Index,,,,,1.29,3.20,1.67,-0.51,1.84,,,,,,,,,,,,,,No,,No,,,,244,Z244,,,,,,,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,1,1,
,,,,Benchmark 2: Bloomberg AusBond Composite 0+Y TR AUD,,,,,,,Index,,,,,1.29,3.20,1.67,-0.51,1.84,,,,,,,,,,,,,,No,,No,,,,245,Z245,,,,,,,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,1,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246,Z246,,,,,,,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,1,1,
,,,,Domestic Fixed Interest - Diversified Credit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247,Z247,,,,,,,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,1,1,
Domestic Fixed Interest,Diversified Credit,,CRED,BetaShares Aus Inv Grd Corp Bd ETF,Approved,5/7/2025,SOA,Neutral,2,Lonsec - Recommended,Exchange-Traded Fund,"BetaShares is a leading manager of ETFs and other funds within the Australian market. With a broad range of products now trading on the ASX, their range of funds is one of the largest and most diverse available in the market.","In seeking to achieve the investment objective, the Responsible Entity will employ a passive management approach designed to track the performance of the Solactive Australian Investment Grade Corporate BondSelect Index, before fees and expenses.","We view this ETF as a quality addition to your portfolio, providing investment grade exposure to Domestic Fixed Interest securities.","BetaShares is a leading manager of ETFs and other funds within the Australian market. With a broad range of products now trading on the ASX, their range of funds is one of the largest and most diverse available in the market. In seeking to achieve the investment objective, the Responsible Entity will employ a passive management approach designed to track the performance of the Solactive Australian Investment Grade Corporate BondSelect Index, before fees and expenses. We view this ETF as a quality addition to your portfolio, providing investment grade exposure to Domestic Fixed Interest securities. ",1.60,6.62,4.12,1.57,,Not on APL,2/5/2019,Macquarie Pension Consolidator II Elevat;HUB24 Invest Choice;HUB24 Super Choice;Macquarie Super Manager II;Macquarie Super Consolidator II Elevate;HUB24 Invest Core;HUB24 Super Core;HUB24 Pension Choice;HUB24 Pension Core;Macquarie Super Manager;Macquarie Super Consolidator;Macquarie Super and Pension Manager II;Macquarie Pension Manager II;Macquarie Pension Manager;Macquarie Pension Consolidator;PlatformPlus Super Select Menu;PlatformPlus IDPS Select Menu;,"Centric,",https://arc2.morningstar.com.au/ETF/Overview/CRED,No,No,500,0.25,,0.25,,,No,,No,,,,248,Z248,,,,,,,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,1,1,
